alpha_h,omega_h,delta_h,average_velocity,average_energy
0.0872664625997164,3.665191429188092,0.0872664625997164,0.2834019343221964,-0.751021
0.0872664625997164,3.665191429188092,0.1745329251994329,0.4009876835381595,-0.520056
0.0872664625997164,3.665191429188092,0.2617993877991494,0.4450391340013886,-0.284728
0.1745329251994329,2.356194490192345,0.5235987755982988,0.4491653612650785,0.369763
0.1745329251994329,2.443460952792061,0.5235987755982988,0.4644428115344809,0.391545
0.1745329251994329,2.5307274153917776,0.5235987755982988,0.4789660168949694,0.417391
0.1745329251994329,2.6179938779914944,0.5235987755982988,0.4931970648776411,0.445189
0.1745329251994329,2.705260340591211,0.5235987755982988,0.507382936077055,0.482964
0.1745329251994329,2.792526803190927,0.5235987755982988,0.5218172220970191,0.527017
0.1745329251994329,2.8797932657906435,0.5235987755982988,0.5368959192439394,0.576738
0.1745329251994329,2.9670597283903604,0.5235987755982988,0.5520324129424176,0.619511
0.1745329251994329,3.0543261909900763,0.5235987755982988,0.5675448776700471,0.658881
0.1745329251994329,3.141592653589793,0.5235987755982988,0.5827524586283865,0.690708
0.1745329251994329,3.228859116189509,0.5235987755982988,0.5978362860418204,0.716678
0.1745329251994329,3.3161255787892263,0.5235987755982988,0.6117784808645692,0.743627
0.1745329251994329,3.4033920413889422,0.5235987755982988,0.6257103652479182,0.774573
0.1745329251994329,3.490658503988659,0.5235987755982988,0.6394362350479811,0.817025
0.1745329251994329,3.5779249665883754,0.5235987755982988,0.6532969800648007,0.871023
0.1745329251994329,3.665191429188092,0.5235987755982988,0.6675325374850951,0.929634
0.1745329251994329,2.5307274153917776,0.4363323129985824,0.8042347808687756,1.0626
0.1745329251994329,2.6179938779914944,0.4363323129985824,0.8096316549324246,1.1695
0.1745329251994329,2.705260340591211,0.4363323129985824,0.820247647079291,1.35257
0.1745329251994329,2.792526803190927,0.4363323129985824,0.8259027711436834,1.45827
0.1745329251994329,2.8797932657906435,0.4363323129985824,0.8385940570640281,1.67449
0.1745329251994329,2.9670597283903604,0.4363323129985824,0.8485480045593911,1.76028
0.1745329251994329,3.5779249665883754,0.4363323129985824,0.9209003808663684,1.7888
0.1745329251994329,3.665191429188092,0.4363323129985824,0.9311617799984974,1.79535
0.2617993877991494,3.4033920413889422,0.5235987755982988,0.9365442836889252,4.70203
0.2617993877991494,3.490658503988659,0.5235987755982988,0.9455089573899818,4.80179
0.2617993877991494,3.5779249665883754,0.5235987755982988,0.9554184432598504,4.97871
0.2617993877991494,3.665191429188092,0.5235987755982988,0.9657315997225048,5.19885
